codigo_uni,nombre,genero,edad,ciclo_academico,condicion_socioeconomica,nombre_carrera,facultad,area_academica,fecha_registro,puntaje_estres,inasistencias_lms,indice_sentimiento,asistencia_cita_flag,nota_promedio
20240402,Antonella Torres,F,23,IX,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-22,55,0,0.82,1,15.6
20240403,Sofia Lopez,F,21,IX,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-16,73,7,-0.58,0,13.3
20240404,Felipe Paz,M,19,X,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-14,16,1,0.79,0,17.3
20240405,Felipe Alba,M,25,VI,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-24,58,5,0.43,0,18.4
20240406,Pedro Soto,M,26,V,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-29,10,5,0.03,1,15.7
20240407,Juliana Mendoza,F,18,V,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-24,85,12,-0.13,0,13.9
20240408,Valeria Rios,F,20,III,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-26,24,2,0.81,0,14.6
20240409,Nicolas Lopez,M,23,VIII,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-22,54,4,0.82,0,14.6
20240410,Paula Cano,F,24,II,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-23,37,3,0.93,0,14.7
20240411,Angel Alba,M,18,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-03,94,17,-0.9,0,10.1
20240412,Samantha Luna,F,25,X,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-15,60,3,0.15,0,16.0
20240413,Felipe Luna,M,22,II,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-19,58,1,0.48,0,15.2
20240414,Felipe Rey,M,26,IV,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-18,30,5,0.92,0,14.5
20240415,Brenda Fernandez,F,23,VI,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-19,72,10,-0.21,0,13.8
20240416,Valeria Flores,F,21,VI,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-08,25,4,0.93,0,19.2
20240417,Diana Ismino,F,22,VIII,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-22,78,7,-0.57,1,12.8
20240418,Tomas Tello,M,20,I,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-17,70,7,-0.22,0,13.2
20240419,Maria Lopez,F,24,V,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-25,90,25,-0.93,0,8.7
20240420,Mateo Alba,M,26,II,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-02,45,5,0.02,0,15.5
20240421,Daniela Frias,F,20,I,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-23,25,4,0.28,0,14.4
20240422,Claudia Gomez,F,26,V,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-22,52,1,0.09,0,16.3
20240423,Emilio Solis,M,21,VII,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-28,48,2,0.45,0,14.8
20240424,Rodrigo Fernandez,M,20,V,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-28,59,1,0.66,0,17.4
20240425,Gabriela Tello,F,19,III,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-16,91,26,-0.71,1,8.4
20240426,Carmen Antunez,F,20,III,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-08,24,4,0.23,0,18.1
20240427,Mateo Inofuente,M,26,X,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-12,41,3,0.14,1,15.2
20240428,Juan Rojas,M,24,IV,Baja,Derecho,Derecho y Humanidades,Letras,2026-06-18,66,9,-0.18,1,12.7
20240429,Fernando Diaz,M,24,VII,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-16,80,11,-0.35,0,12.9
20240430,Hector Leon,M,18,IV,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-17,92,29,-0.77,0,11.3
20240431,Daniela Mendoza,F,22,VIII,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-19,13,5,0.52,0,14.9
20240432,Samantha Peña,F,19,III,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-26,38,0,0.18,0,17.5
20240433,Valeria Castro,F,22,VI,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-15,15,0,0.71,1,17.8
20240434,Nicolas Peña,M,20,VII,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-03,31,4,0.87,0,19.2
20240435,Laura Muro,F,18,VII,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-16,38,2,0.63,0,14.7
20240436,Martina Herrera,F,22,I,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-24,10,4,0.88,0,15.4
20240437,Camila Cruz,F,19,X,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-16,27,4,0.63,0,18.9
20240438,Ana Pino,F,23,I,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-12,48,2,0.33,0,14.5
20240439,Gianpierre Solis,M,22,X,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-30,33,0,0.09,0,15.8
20240440,Elena Herrera,F,24,IX,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-31,97,21,-0.9,0,8.9
20240441,Tomas Torres,M,19,X,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-31,48,5,0.29,0,17.7
20240442,Tomas Rios,M,20,X,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-03,41,3,0.81,0,19.3
20240443,Carmen Perez,F,19,I,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-17,49,3,0.41,0,16.0
20240444,Juan Celi,M,21,V,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-20,78,8,-0.24,1,11.4
20240445,Samantha Cano,F,18,III,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-23,82,9,-0.15,0,13.8
20240446,Antonella Leon,F,26,VI,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-29,43,2,0.56,0,18.1
20240447,Ximena Solis,F,23,VI,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-18,31,3,0.63,0,19.1
20240448,Martina Ismino,F,22,VI,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-18,41,1,0.37,0,19.0
20240449,Gianpierre Ismino,M,23,I,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-29,40,4,0.15,0,16.0
20240450,Andres Medina,M,23,III,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-14,39,3,0.71,1,17.1
20240451,Rodrigo Alba,M,19,VI,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-07,52,5,0.31,0,17.5
20240452,Raul Fernandez,M,21,V,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-19,17,2,0.15,1,15.6
20240453,Simon Antunez,M,21,IX,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-18,97,22,-0.83,1,7.8
20240454,Raul Mora,M,25,I,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-31,13,0,0.38,0,14.5
20240455,Fernando Gil,M,25,X,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-22,55,5,0.81,0,14.5
20240456,Sebastian Inofuente,M,19,VIII,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-20,55,3,0.47,0,19.7
20240457,Jorge Ortiz,M,24,III,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-20,30,3,0.49,0,14.4
20240458,Patricia Vargas,F,22,VI,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-02,99,16,-0.9,1,9.9
20240459,Javier Gil,M,24,IV,Baja,Derecho,Derecho y Humanidades,Letras,2026-06-05,76,9,-0.65,1,11.7
20240460,Victor Cano,M,23,IX,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-12,14,5,0.93,0,17.4
20240461,Hector Morales,M,26,II,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-20,14,4,0.11,0,18.9
20240462,Isabella Pino,F,18,II,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-26,58,5,0.81,0,18.5
20240463,Sofia Soto,F,25,IV,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-20,53,2,0.92,0,19.6
20240464,Carlos Gil,M,18,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-24,90,14,-0.89,0,9.5
20240465,Gabriela Rios,F,19,V,Alta,Derecho,Derecho y Humanidades,Letras,2026-05-28,35,5,0.32,0,16.3
20240466,Rodrigo Sanchez,M,25,III,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-23,36,1,0.29,0,19.2
20240467,Antonella Gomez,F,20,VIII,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-09,96,26,-0.74,1,11.0
20240468,Hector Peña,M,24,IX,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-23,74,10,-0.69,0,12.7
20240469,Jorge Paz,M,26,X,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-03,55,2,0.11,0,16.9
20240470,Samantha Vera,F,22,VIII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-03,15,1,0.47,0,18.5
20240471,Antonella Mora,F,22,X,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-04,40,3,0.51,0,16.8
20240472,Paula Silva,F,22,III,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-16,26,0,0.63,0,17.5
20240473,Andres Frias,M,18,V,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-09,60,2,0.25,0,17.7
20240474,Samantha Ismino,F,20,X,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-12,21,2,0.78,0,15.4
20240475,Luis Aguilar,M,19,III,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-23,36,3,0.24,0,16.6
20240476,Samantha Rios,F,18,V,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-11,40,2,0.48,0,19.7
20240477,Catalina Muro,F,24,VIII,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-03,10,2,0.93,0,16.7
20240478,Rodrigo Ruiz,M,19,IX,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-24,51,2,0.33,1,15.6
20240479,Javier Leon,M,21,X,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-13,21,2,0.55,0,18.0
20240480,Astrid Vera,F,19,VIII,Media,Derecho,Derecho y Humanidades,Letras,2026-06-16,67,6,-0.68,0,11.3
20240481,Emilio Ismino,M,19,II,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-25,51,4,0.8,0,15.1
20240482,Sofia Leon,F,19,VIII,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-14,59,2,0.26,0,18.7
20240483,Daniela Aguilar,F,18,V,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-29,100,19,-0.82,1,7.8
20240484,Gabriela Medina,F,24,IV,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-28,26,0,0.03,0,14.4
20240485,Juan Rivas,M,20,I,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-18,71,9,-0.35,1,12.8
20240486,Daniela Tello,F,19,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-25,59,3,0.12,0,17.2
20240487,Sofia Luna,F,18,II,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-06,58,2,0.65,1,15.1
20240488,Carmen Mendoza,F,24,II,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-01,96,27,-0.78,0,7.6
20240489,Ximena Diaz,F,25,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-01,38,0,0.04,0,14.3
20240490,Astrid Ramirez,F,26,VIII,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-17,14,0,0.74,1,16.9
20240491,Tomas Ruiz,M,21,III,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-10,90,16,-0.86,0,7.8
20240492,Marck Ismino,M,25,X,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-05,37,2,0.81,0,19.9
20240493,Catalina Cano,F,26,III,Media,Derecho,Derecho y Humanidades,Letras,2026-06-18,88,23,-0.98,1,8.2
20240494,Brenda Arce,F,20,VIII,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-09,99,25,-0.77,1,7.1
20240495,Maria Sanchez,F,19,X,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-14,59,3,0.69,0,15.2
20240496,Victor Diaz,M,20,X,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-08,76,10,-0.13,1,13.2
20240497,Maria Arce,F,21,IV,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-09,58,4,0.51,0,16.8
20240498,Ana Fernandez,F,19,III,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-01,82,6,-0.66,0,12.3
20240499,Monica Rey,F,25,I,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-29,20,0,0.49,0,14.7
20240500,Sebastian Gil,M,23,VII,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-15,30,1,0.1,0,18.4
20240501,Silvia Lopez,F,25,X,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-26,23,4,0.45,0,16.3
20240502,Emilio Rios,M,22,IV,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-03,13,2,0.14,0,19.1
20240503,Monica Flores,F,22,X,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-06,24,0,0.41,0,17.1
20240504,Isabella Leon,F,22,I,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-17,25,2,0.43,0,15.3
20240505,Ricardo Cano,M,18,VII,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-31,42,0,0.43,0,16.4
20240506,Marck Cruz,M,25,IV,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-14,23,1,0.36,0,15.4
20240507,Catalina Mendoza,F,20,VIII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-30,18,5,0.41,0,18.7
20240508,Antonella Perez,F,19,VII,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-03,92,21,-0.79,0,9.8
20240509,Carlos Rey,M,23,I,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-26,92,24,-0.86,1,7.2
20240510,Gabriela Muro,F,19,IX,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-09,25,4,0.11,0,16.9
20240511,Gonzalo Ramirez,M,21,VI,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-02,27,0,0.06,0,16.1
20240512,Marck Nunez,M,26,IX,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-09,53,5,0.81,1,19.6
20240513,Hector Castro,M,19,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-05,90,16,-0.79,0,9.2
20240514,Emilio Gomez,M,22,VII,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-31,75,11,-0.31,0,12.0
20240515,Paula Flores,F,26,VI,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-11,30,3,0.59,0,18.2
20240516,Sofia Cano,F,20,V,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-15,28,0,0.15,0,15.7
20240517,Gianpierre Muro,M,26,V,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-23,52,1,0.16,0,14.7
20240518,Hector Chavez,M,23,III,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-12,72,7,-0.47,0,12.9
20240519,Marck Gomez,M,24,VIII,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-29,61,11,-0.37,1,12.8
20240520,Sofia Herrera,F,20,X,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-22,56,3,0.9,0,14.8
20240521,Daniela Rey,F,21,VIII,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-21,96,19,-0.82,1,8.0
20240522,Elena Mora,F,25,II,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-13,48,4,0.51,0,14.3
20240523,Diana Vega,F,23,VII,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-19,70,9,-0.17,1,11.3
20240524,Victor Cruz,M,22,III,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-16,18,4,0.6,0,14.9
20240525,Simon Aguilar,M,19,X,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-01,27,3,0.17,0,16.8
20240526,Pedro Sanchez,M,24,V,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-03,29,4,0.3,0,17.4
20240527,Maria Vasquez,F,22,V,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-08,28,3,0.18,0,19.4
20240528,Laura Rojas,F,25,II,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-07,37,2,0.63,0,16.9
20240529,Andrea Tello,F,18,V,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-10,83,7,-0.48,1,11.2
20240530,Valeria Rios,F,18,V,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-02,81,7,-0.24,0,13.1
20240531,Angel Morales,M,22,V,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-07,32,1,0.01,0,17.1
20240532,Monica Vargas,F,19,IV,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-23,78,10,-0.28,0,14.3
20240533,Valeria Lopez,F,19,III,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-23,72,7,-0.21,1,14.1
20240534,Sofia Gomez,F,19,IV,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-14,65,7,-0.61,0,11.3
20240535,Laura Nunez,F,24,I,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-03,42,4,0.06,0,14.7
20240536,Catalina Perez,F,19,II,Baja,Derecho,Derecho y Humanidades,Letras,2026-06-07,21,5,0.35,0,14.5
20240537,Sebastian Rios,M,23,III,Baja,Derecho,Derecho y Humanidades,Letras,2026-06-02,16,4,0.76,0,17.2
20240538,Gianpierre Herrera,M,26,I,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-29,77,12,-0.27,0,12.3
20240539,Astrid Sanchez,F,23,VII,Media,Derecho,Derecho y Humanidades,Letras,2026-06-02,64,12,-0.11,0,11.4
20240540,Mateo Herrera,M,23,V,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-06,64,9,-0.52,1,13.1
20240541,Miguel Cruz,M,21,IX,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-24,14,3,0.94,1,16.2
20240542,Rodrigo Antunez,M,24,VIII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-08,92,16,-0.78,0,11.0
20240543,Carmen Aguilar,F,21,X,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-15,56,3,0.28,0,18.3
20240544,Paula Pino,F,24,VI,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-01,19,3,0.11,0,15.5
20240545,Gersson Gomez,M,19,I,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-13,88,25,-0.82,1,8.5
20240546,Marck Herrera,M,19,IX,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-13,76,9,-0.39,0,12.9
20240547,Luis Vega,M,19,VII,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-24,39,0,0.03,0,17.3
20240548,Diana Vargas,F,25,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-15,58,0,0.57,0,16.9
20240549,Mateo Nunez,M,26,III,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-26,79,9,-0.33,1,12.2
20240550,Maria Gil,F,18,III,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-21,11,5,0.34,0,14.6
20240551,Brenda Torres,F,21,IV,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-07,97,15,-0.74,0,7.5
20240552,Monica Ruiz,F,25,VII,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-18,93,13,-0.7,1,8.7
20240553,Astrid Rivas,F,19,IV,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-02,52,2,0.17,0,15.8
20240554,Antonella Lopez,F,26,IV,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-04,79,9,-0.22,0,13.2
20240555,Sebastian Antunez,M,23,V,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-28,63,11,-0.2,1,12.8
20240556,Gabriela Morales,F,21,VII,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-09,52,4,0.18,0,14.1
20240557,Sebastian Rivas,M,21,VIII,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-29,50,0,0.52,0,16.2
20240558,Catalina Herrera,F,22,VII,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-25,14,5,0.2,0,16.5
20240559,Jorge Solis,M,21,VII,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-10,68,12,-0.2,1,12.6
20240560,Juliana Ruiz,F,21,III,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-02,69,11,-0.37,0,13.3
20240561,Mateo Gomez,M,18,II,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-25,92,24,-0.8,1,11.0
20240562,Nicolas Inofuente,M,21,II,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-03,47,4,0.25,0,19.3
20240563,Paula Morales,F,23,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-21,25,3,0.22,0,14.6
20240564,Camila Chavez,F,18,VIII,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-14,30,4,0.42,0,18.1
20240565,Ricardo Vasquez,M,23,VIII,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-22,81,10,-0.67,0,13.6
20240566,Jose Mesa,M,21,V,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-20,54,2,0.9,0,18.1
20240567,Valeria Soto,F,18,VII,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-06,58,1,0.3,0,19.2
20240568,Monica Medina,F,24,I,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-22,41,3,0.74,0,19.6
20240569,Valeria Antunez,F,20,V,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-23,56,4,0.74,1,16.7
20240570,Antonella Sanchez,F,25,III,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-13,30,4,0.08,0,14.9
20240571,Miguel Pino,M,20,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-20,38,3,0.87,0,14.8
20240572,Raul Silva,M,21,II,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-12,34,4,0.22,0,19.7
20240573,Emilio Flores,M,19,VIII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-14,13,3,0.62,0,17.6
20240574,Gianpierre Cano,M,19,I,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-19,39,5,0.49,0,15.3
20240575,Miguel Rojas,M,22,VIII,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-28,48,1,1.0,0,15.7
20240576,Camila Vasquez,F,18,V,Media,Derecho,Derecho y Humanidades,Letras,2026-06-09,25,2,0.58,1,17.9
20240577,Patricia Morales,F,24,IV,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-15,48,2,0.07,1,17.3
20240578,Mateo Rios,M,18,I,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-20,52,2,0.13,1,19.4
20240579,Lucia Peña,F,25,VI,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-06,77,9,-0.61,0,11.4
20240580,Mateo Rojas,M,23,VII,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-09,26,4,0.31,0,19.4
20240581,Alejandro Vasquez,M,26,VIII,Alta,Derecho,Derecho y Humanidades,Letras,2026-05-10,88,14,-0.86,1,7.7
20240582,Juliana Rivas,F,18,VIII,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-30,56,1,0.12,0,14.6
20240583,Lucia Frias,F,26,V,Baja,Derecho,Derecho y Humanidades,Letras,2026-06-07,10,4,0.77,0,15.1
20240584,Isabella Solis,F,19,VI,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-13,17,3,0.37,0,19.6
20240585,Maria Castro,F,25,VIII,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-08,31,0,0.66,0,19.7
20240586,Nicolas Cano,M,20,IV,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-21,57,0,0.55,1,17.6
20240587,Silvia Medina,F,24,II,Alta,Derecho,Derecho y Humanidades,Letras,2026-05-11,35,2,0.65,0,19.7
20240588,Paula Vega,F,22,X,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-12,91,29,-0.94,1,9.0
20240589,Ximena Alba,F,24,II,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-09,81,9,-0.64,1,12.8
20240590,Emilio Solis,M,20,VIII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-19,15,3,0.3,0,19.9
20240591,Silvia Vera,F,24,V,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-05,86,29,-0.97,0,8.9
20240592,Samantha Cano,F,22,VI,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-19,17,5,0.66,0,15.1
20240593,Elena Paz,F,22,VI,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-18,49,2,0.34,0,19.5
20240594,Elena Frias,F,22,II,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-01,10,1,0.66,0,16.8
20240595,Nicolas Alba,M,25,V,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-14,54,5,0.39,0,15.8
20240596,Astrid Gomez,F,21,I,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-11,89,26,-0.75,0,10.9
20240597,Laura Leon,F,20,VIII,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-08,65,11,-0.28,1,14.4
20240598,Valeria Gil,F,21,IV,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-04,64,11,-0.19,1,12.5
20240599,Nicolas Gil,M,26,V,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-26,47,5,0.61,0,18.1
20240600,Diana Torres,F,26,I,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-05,100,26,-0.73,1,7.5
20240601,Camila Gomez,F,20,V,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-31,68,10,-0.56,1,14.2
20240602,Angel Muro,M,25,III,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-27,53,5,0.73,0,18.8
